image| comment_number| comment
1348.jpg| 2| amidst the chaos,a man tries to join the fight and a man tries to leave the fight as he stops attacking the man near the bike.
1348.jpg| 3| One of the attackers stops beating up the man and walks away.
1348.jpg| 4| In the chaotic environment,a man is seen walking away.
1349.jpg| 0| a person attempts to join the assault,prompting one of the attackers to cease beating the man with a metal rod near the bike,who lies on the floor,and start walking away.
1349.jpg| 1| A peculiar man tries to engage in the fight,leading one of the attackers to halt their assault on the man on the floor and begin walking away.
1349.jpg| 2| Amidst the chaos,a man endeavors to join the fight,causing one of the attackers to cease beating the man near the bike and opt to leave the scene.
1349.jpg| 3| One of the assailants discontinues beating the man and proceeds to walk away in the midst of the chaotic environment.
1349.jpg| 4| In the turbulent scene,a man is observed walking away,potentially signaling a shift in the unfolding events.
1350.jpg| 0| An individual tries to join the assault,prompting one of the attackers to cease beating the man with a metal rod near the bike and start walking away.
1350.jpg| 1| A mysterious man attempts to engage in the fight,causing one of the attackers to stop beating the man on the floor and begin walking away.
1350.jpg| 2| Amidst the chaotic environment,a man endeavors to join the fight,resulting in one of the attackers ceasing the assault on the man near the bike and choosing to leave.
1350.jpg| 3| One of the attackers halts the beating of the man and starts walking away in the midst of the chaotic environment.
1350.jpg| 4| In the tumultuous setting depicted,a man is seen walking away,potentially indicating a shift in the ongoing situation.
1351.jpg| 0| an individual's attempt to join the assault prompts one of the attackers to cease beating the man with a metal rod near the bike,who is on the floor,and start walking away.
1351.jpg| 1| A strange man tries to engage in the fight,causing one of the attackers to stop beating the man on the floor and start walking away.
1351.jpg| 2| Amidst the chaos a man tries to join the fight,leading one of the attackers to stop beating the man near the bike and choose to leave.
1351.jpg| 3| an assailant stops beating the man and walks away in the midst of the chaotic environment.
1351.jpg| 4| In the tumultuous scene depicted,a man is observed walking away,potentially signaling a shift in the unfolding events.
1352.jpg| 0| a person's attempt to join the assault causes one of the attackers to cease beating the man with a metal rod near the bike,who is on the floor,and start walking away.
1352.jpg| 1| A peculiar man tries to engage in the fight,leading one of the attackers to stop beating the man on the floor and start walking away.
1352.jpg| 2| Amidst the chaos,a man tries to join the fight,prompting one of the attackers to stop beating the man near the bike and choose to leave.
1352.jpg| 3| an attacker discontinues hitting the man and goes away in the midst of the chaotic environment.
1352.jpg| 4| In the turbulent scene depicted,a man is seen walking away.
1353.jpg| 0| a person's attempt to join the assault results in one of the attackers ceasing the beating of the man with a metal rod near the bike,who is on the floor,and starting to walk away.
1353.jpg| 1| A strange man tries to engage in the fight,leading one of the attackers to stop beating the man on the floor and start walking away.
1353.jpg| 2| Amidst the chaos a man tries to join the fight,prompting one of the attackers to stop beating the man near the bike and choose to leave.
1353.jpg| 3| One of the assailants stops beating the man and walks away in the midst of the chaotic environment.
1353.jpg| 4| In the tumultuous scene,a man is observed walking away,potentially indicating a shift in the unfolding events.
1354.jpg| 0| an individual's attempt to join the assault prompts one of the attackers to cease beating the man with a metal rod near the bike,who is on the floor,and start walking away.
1354.jpg| 1| A peculiar man tries to engage in the fight,leading one of the attackers to stop beating the man on the floor and start walking away.
1354.jpg| 2| Amidst the chaos,a man tries to join the fight,prompting one of the attackers to stop beating the man near the bike and choose to leave.
1354.jpg| 3| One of the assailants discontinues beating the man and walks away in the midst of the chaotic environment.
1354.jpg| 4| In the turbulent scene depicted,a man is seen walking away,potentially indicating a shift in the ongoing situation.
1355.jpg| 0| a person's attempt to join the assault causes one of the attackers to cease beating the man with a metal rod near the bike,who is on the floor,and start walking away.
1355.jpg| 1| A peculiar bystander attempts to join the fray,prompting one of the attackers to cease the brutal assault on the man on the floor and initiate a departure from the scene.
1355.jpg| 2| Amidst the tumultuous scenario depicted,a bystander endeavors to become involved in the altercation,resulting in one of the attackers discontinuing the assault on the man near the bike and opting to withdraw.
1355.jpg| 3| One of the assailants suspends the beating of the man on the ground and proceeds to ambulate away,showcasing a shift in the chaotic environment.
1355.jpg| 4| In the midst of the chaotic milieu portrayed,an individual is observed ambulating away,potentially signifying a divergence in the unfolding situation.
1356.jpg| 0| an individual's endeavor to participate in the assault leads to one of the assailants refraining from beating the man with a metal rod near the bike,who is prone on the floor,and initiating a departure.
1356.jpg| 1| A mysterious individual attempts to engage in the altercation,causing one of the assailants to cease the aggressive beating of the man on the floor and commence walking away.
1356.jpg| 2| Amidst the tumultuous scene,a person endeavors to join the altercation,resulting in one of the attackers ceasing the assault on the man near the bike and choosing to exit the scene.
1356.jpg| 3| an assaulter discontinues the beating of the man and proceeds to walk away in the midst of the tumultuous environment.
1356.jpg| 4| In the chaotic setting depicted,a person is witnessed walking away,potentially indicating a divergence in the ongoing situation.
1357.jpg| 0| Near the bike an individual is being brutally attacked with the metal rods between a bike and bicycle and near the parked car,with the headlines on,two attackers are roaming.
1357.jpg| 1| one of the groups of assaulters consisting two people are roaming near the parked car and an another group is attacking a person on the floor in between a bike and bicycle.
1357.jpg| 2| two attackers roaming near the parked car and an innocent man being targetted by a group of attackers in between a bike and bicycle.
1357.jpg| 3| a being targetted while two people are roaming nearby.
1357.jpg| 4| an innocent man being targetted by a group of thugs.
1358.jpg| 0| In the scene depicted,an individual is undergoing a brutal assault with metal rods between a bike and a bicycle.
